subject,base,trial,sex,style,modality,level,age_years,height_cm,mass_kg,bmi_kg_m2,practice_years,grade,dominant_guard,metric,value,window,family,joint,axis,stat,unit
ID008,ZEN,2,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-6.326002600630554,pre_strike,joint,knee_left,flx,mean,deg
ID008,ZEN,3,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-6.450626198699757,pre_strike,joint,knee_left,flx,mean,deg
ID008,ZEN,4,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-3.074865862842511,pre_strike,joint,knee_left,flx,mean,deg
ID008,ZEN,5,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-4.943034110538078,pre_strike,joint,knee_left,flx,mean,deg
ID008,KOK,1,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-8.99385941593283,pre_strike,joint,knee_left,flx,mean,deg
ID008,KOK,2,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-7.488593594199202,pre_strike,joint,knee_left,flx,mean,deg
ID008,KOK,3,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-8.625904499989836,pre_strike,joint,knee_left,flx,mean,deg
ID008,KOK,4,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-7.162402070713743,pre_strike,joint,knee_left,flx,mean,deg
ID008,KOK,5,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-7.789145114082857,pre_strike,joint,knee_left,flx,mean,deg
ID008,KIB,1,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-66.24515064333505,pre_strike,joint,knee_left,flx,mean,deg
ID008,KIB,2,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-59.06573424324205,pre_strike,joint,knee_left,flx,mean,deg
ID008,KIB,3,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-64.72363489938317,pre_strike,joint,knee_left,flx,mean,deg
ID008,KIB,4,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-57.842203085129746,pre_strike,joint,knee_left,flx,mean,deg
ID008,KIB,5,F,Goju-Ryu,Kata,International,19,155.0,52.9,22.0,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-61.17181197861283,pre_strike,joint,knee_left,flx,mean,deg
ID009,ZEN,1,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,2.336236768931397,pre_strike,joint,knee_left,flx,mean,deg
ID009,ZEN,2,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,0.2443399642416722,pre_strike,joint,knee_left,flx,mean,deg
ID009,ZEN,3,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,-7.797448560078016,pre_strike,joint,knee_left,flx,mean,deg
ID009,ZEN,4,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,-14.93237319246524,pre_strike,joint,knee_left,flx,mean,deg
ID009,ZEN,5,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,-9.19872834122302,pre_strike,joint,knee_left,flx,mean,deg
ID009,KOK,1,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,13.40424814162853,pre_strike,joint,knee_left,flx,mean,deg
ID009,KOK,2,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,13.489535816714344,pre_strike,joint,knee_left,flx,mean,deg
ID009,KOK,3,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,12.993304597783172,pre_strike,joint,knee_left,flx,mean,deg
ID009,KOK,4,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,14.821180933272228,pre_strike,joint,knee_left,flx,mean,deg
ID009,KOK,5,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,14.956371553180638,pre_strike,joint,knee_left,flx,mean,deg
ID009,KIB,1,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,-25.99320260502863,pre_strike,joint,knee_left,flx,mean,deg
ID009,KIB,2,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,-26.089297590209167,pre_strike,joint,knee_left,flx,mean,deg
ID009,KIB,3,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,-29.604016899926044,pre_strike,joint,knee_left,flx,mean,deg
ID009,KIB,4,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,-26.50363283920342,pre_strike,joint,knee_left,flx,mean,deg
ID009,KIB,5,F,Shotokan,Kata,National,20,155.0,72.2,30.1,12,1 Dan,Left,pre_knee_left_flx_mean_deg,-27.133242134309175,pre_strike,joint,knee_left,flx,mean,deg
ID010,ZEN,1,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-11.666514803502588,pre_strike,joint,knee_left,flx,mean,deg
ID010,ZEN,2,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-10.865884964222388,pre_strike,joint,knee_left,flx,mean,deg
ID010,ZEN,3,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-7.66876649439102,pre_strike,joint,knee_left,flx,mean,deg
ID010,ZEN,4,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-9.388900411841671,pre_strike,joint,knee_left,flx,mean,deg
ID010,ZEN,5,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-9.721440174463616,pre_strike,joint,knee_left,flx,mean,deg
ID010,KOK,1,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,1.9639424900165108,pre_strike,joint,knee_left,flx,mean,deg
ID010,KOK,2,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,3.788600048909969,pre_strike,joint,knee_left,flx,mean,deg
ID010,KOK,3,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,5.83001346499562,pre_strike,joint,knee_left,flx,mean,deg
ID010,KOK,4,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,2.7618457506410157,pre_strike,joint,knee_left,flx,mean,deg
ID010,KOK,5,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,5.272590473715154,pre_strike,joint,knee_left,flx,mean,deg
ID010,KIB,1,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-10.170542141428896,pre_strike,joint,knee_left,flx,mean,deg
ID010,KIB,2,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-11.823353699468049,pre_strike,joint,knee_left,flx,mean,deg
ID010,KIB,3,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-10.417394151590791,pre_strike,joint,knee_left,flx,mean,deg
ID010,KIB,4,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-10.111948231479309,pre_strike,joint,knee_left,flx,mean,deg
ID010,KIB,5,F,Shotokan,Kumite,International,20,161.5,70.7,27.3,15,1 Dan,Left,pre_knee_left_flx_mean_deg,-10.370021373050625,pre_strike,joint,knee_left,flx,mean,deg
ID011,ZEN,1,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-18.67177852621263,pre_strike,joint,knee_left,flx,mean,deg
ID011,ZEN,2,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-14.96460890887275,pre_strike,joint,knee_left,flx,mean,deg
ID011,ZEN,3,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-14.419203213203996,pre_strike,joint,knee_left,flx,mean,deg
ID011,ZEN,4,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-16.478290592335927,pre_strike,joint,knee_left,flx,mean,deg
ID011,ZEN,5,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-15.30812260127597,pre_strike,joint,knee_left,flx,mean,deg
ID011,KOK,1,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-13.734033308520091,pre_strike,joint,knee_left,flx,mean,deg
ID011,KOK,2,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-8.084131718993238,pre_strike,joint,knee_left,flx,mean,deg
ID011,KOK,3,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-8.391681219002567,pre_strike,joint,knee_left,flx,mean,deg
ID011,KOK,4,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-8.62807864367558,pre_strike,joint,knee_left,flx,mean,deg
ID011,KOK,5,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,0.1281239805294708,pre_strike,joint,knee_left,flx,mean,deg
ID011,KIB,1,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-29.585660521636232,pre_strike,joint,knee_left,flx,mean,deg
ID011,KIB,2,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-29.72666267033007,pre_strike,joint,knee_left,flx,mean,deg
ID011,KIB,3,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-34.76043445808877,pre_strike,joint,knee_left,flx,mean,deg
ID011,KIB,4,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-32.744067551025054,pre_strike,joint,knee_left,flx,mean,deg
ID011,KIB,5,M,Shotokan,Kumite,International,21,184.5,84.8,25.0,16,1 Dan,Left,pre_knee_left_flx_mean_deg,-27.52089761454493,pre_strike,joint,knee_left,flx,mean,deg
ID012,ZEN,1,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,-22.61027031053858,pre_strike,joint,knee_left,flx,mean,deg
ID012,ZEN,2,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,-23.833726463447363,pre_strike,joint,knee_left,flx,mean,deg
ID012,ZEN,3,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,-27.8492452477878,pre_strike,joint,knee_left,flx,mean,deg
ID012,ZEN,4,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,-17.808981093322643,pre_strike,joint,knee_left,flx,mean,deg
ID012,ZEN,5,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,-18.376249665961772,pre_strike,joint,knee_left,flx,mean,deg
ID012,KOK,1,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,6.046695458035068,pre_strike,joint,knee_left,flx,mean,deg
ID012,KOK,2,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,5.082269064624439,pre_strike,joint,knee_left,flx,mean,deg
ID012,KOK,3,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,11.054878286877376,pre_strike,joint,knee_left,flx,mean,deg
ID012,KOK,4,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,7.127756702723849,pre_strike,joint,knee_left,flx,mean,deg
ID012,KOK,5,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,7.189069872427048,pre_strike,joint,knee_left,flx,mean,deg
ID012,KIB,1,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,-30.614290080020567,pre_strike,joint,knee_left,flx,mean,deg
ID012,KIB,2,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,-38.16837135988879,pre_strike,joint,knee_left,flx,mean,deg
ID012,KIB,3,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,-28.36471859690155,pre_strike,joint,knee_left,flx,mean,deg
ID012,KIB,4,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,-23.39115181740599,pre_strike,joint,knee_left,flx,mean,deg
ID012,KIB,5,F,Shotokan,Kata,National,32,161.0,90.6,35.0,25,3 Dan,Left,pre_knee_left_flx_mean_deg,-23.66632736867192,pre_strike,joint,knee_left,flx,mean,deg
ID013,ZEN,1,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,4.939077586226743,pre_strike,joint,knee_left,flx,mean,deg
ID013,ZEN,2,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,5.694275297928392,pre_strike,joint,knee_left,flx,mean,deg
ID013,ZEN,3,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,5.738583601187271,pre_strike,joint,knee_left,flx,mean,deg
ID013,ZEN,4,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,7.345155805120394,pre_strike,joint,knee_left,flx,mean,deg
ID013,ZEN,5,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,6.589629341258964,pre_strike,joint,knee_left,flx,mean,deg
ID013,KOK,1,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,12.724878325792522,pre_strike,joint,knee_left,flx,mean,deg
ID013,KOK,2,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,9.43576561505154,pre_strike,joint,knee_left,flx,mean,deg
ID013,KOK,3,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,7.683537463064514,pre_strike,joint,knee_left,flx,mean,deg
ID013,KOK,4,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,7.096432332134427,pre_strike,joint,knee_left,flx,mean,deg
ID013,KOK,5,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,8.256310711633024,pre_strike,joint,knee_left,flx,mean,deg
ID013,KIB,1,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,0.3497741327050473,pre_strike,joint,knee_left,flx,mean,deg
ID013,KIB,2,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,4.651040348737526,pre_strike,joint,knee_left,flx,mean,deg
ID013,KIB,3,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,5.225924916698907,pre_strike,joint,knee_left,flx,mean,deg
ID013,KIB,4,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,6.6175052300237045,pre_strike,joint,knee_left,flx,mean,deg
ID013,KIB,5,F,Shotokan,,,45,160.0,61.7,24.1,1,Branca,Left,pre_knee_left_flx_mean_deg,6.8660385615368,pre_strike,joint,knee_left,flx,mean,deg
ID014,ZEN,1,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-17.995753905670096,pre_strike,joint,knee_left,flx,mean,deg
ID014,ZEN,2,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-20.506471647745897,pre_strike,joint,knee_left,flx,mean,deg
ID014,ZEN,3,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-21.24498457141383,pre_strike,joint,knee_left,flx,mean,deg
ID014,ZEN,4,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-20.223825661247005,pre_strike,joint,knee_left,flx,mean,deg
ID014,ZEN,5,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-26.496470192174456,pre_strike,joint,knee_left,flx,mean,deg
ID014,KOK,1,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-3.834668995008873,pre_strike,joint,knee_left,flx,mean,deg
ID014,KOK,2,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-3.35068105960566,pre_strike,joint,knee_left,flx,mean,deg
ID014,KOK,3,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-3.3355052163363665,pre_strike,joint,knee_left,flx,mean,deg
ID014,KOK,4,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-8.452539239839275,pre_strike,joint,knee_left,flx,mean,deg
ID014,KOK,5,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-6.987998060561064,pre_strike,joint,knee_left,flx,mean,deg
ID014,KIB,1,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-64.09357158667378,pre_strike,joint,knee_left,flx,mean,deg
ID014,KIB,2,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-65.40805451911487,pre_strike,joint,knee_left,flx,mean,deg
ID014,KIB,3,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-66.46264263725902,pre_strike,joint,knee_left,flx,mean,deg
ID014,KIB,4,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-62.243229411102384,pre_strike,joint,knee_left,flx,mean,deg
ID014,KIB,5,F,Goju-Ryu,Kata,International,20,163.5,59.8,22.5,13,1 Dan,Left,pre_knee_left_flx_mean_deg,-62.717569138664494,pre_strike,joint,knee_left,flx,mean,deg
ID003,ZEN,1,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,3.988507419830684,pre_strike,joint,knee_left,flx,rom,deg
ID003,ZEN,2,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,3.999074988618729,pre_strike,joint,knee_left,flx,rom,deg
ID003,ZEN,3,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,3.1515231182667445,pre_strike,joint,knee_left,flx,rom,deg
ID003,ZEN,4,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,4.6860752521644775,pre_strike,joint,knee_left,flx,rom,deg
ID003,ZEN,5,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,3.974217688321864,pre_strike,joint,knee_left,flx,rom,deg
ID003,KOK,1,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,5.174779596942336,pre_strike,joint,knee_left,flx,rom,deg
ID003,KOK,2,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,4.925842478607952,pre_strike,joint,knee_left,flx,rom,deg
ID003,KOK,3,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,5.8714802120208,pre_strike,joint,knee_left,flx,rom,deg
ID003,KOK,4,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,4.751042155534051,pre_strike,joint,knee_left,flx,rom,deg
ID003,KOK,5,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,6.284309471665564,pre_strike,joint,knee_left,flx,rom,deg
ID003,KIB,1,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,4.262278457509922,pre_strike,joint,knee_left,flx,rom,deg
ID003,KIB,2,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,4.740720180905605,pre_strike,joint,knee_left,flx,rom,deg
ID003,KIB,3,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,3.437303295436074,pre_strike,joint,knee_left,flx,rom,deg
ID003,KIB,4,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,3.117072792041313,pre_strike,joint,knee_left,flx,rom,deg
ID003,KIB,5,M,Goju-Ryu,Kata,International,22,158.5,69.2,27.7,17,3 Dan,Left,pre_knee_left_flx_rom_deg,3.2650207317320437,pre_strike,joint,knee_left,flx,rom,deg
ID004,ZEN,1,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,3.903877562116813,pre_strike,joint,knee_left,flx,rom,deg
ID004,ZEN,2,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,2.4970546800880467,pre_strike,joint,knee_left,flx,rom,deg
ID004,ZEN,3,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,3.156022532826106,pre_strike,joint,knee_left,flx,rom,deg
ID004,ZEN,4,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,3.284779028161078,pre_strike,joint,knee_left,flx,rom,deg
ID004,ZEN,5,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,3.51097387158615,pre_strike,joint,knee_left,flx,rom,deg
ID004,KOK,1,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,2.3279240791244256,pre_strike,joint,knee_left,flx,rom,deg
ID004,KOK,2,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,3.2468348082298863,pre_strike,joint,knee_left,flx,rom,deg
ID004,KOK,3,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,3.1582642888550083,pre_strike,joint,knee_left,flx,rom,deg
ID004,KOK,4,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,2.556350118420718,pre_strike,joint,knee_left,flx,rom,deg
ID004,KOK,5,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,2.3107975911905108,pre_strike,joint,knee_left,flx,rom,deg
ID004,KIB,1,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,4.513880542318351,pre_strike,joint,knee_left,flx,rom,deg
ID004,KIB,2,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,3.5627233125668383,pre_strike,joint,knee_left,flx,rom,deg
ID004,KIB,3,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,5.006007059030118,pre_strike,joint,knee_left,flx,rom,deg
ID004,KIB,4,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,3.2218515814417117,pre_strike,joint,knee_left,flx,rom,deg
ID004,KIB,5,M,Wado-Ryu,Kumite,Regional,23,170.5,104.4,36.1,13,1 Dan,Left,pre_knee_left_flx_rom_deg,3.6055824467671975,pre_strike,joint,knee_left,flx,rom,deg
ID005,ZEN,1,M,Shotokan,Kumite,International,21,167.5,70.9,25.4,13,1 Dan,Left,pre_knee_left_flx_rom_deg,4.979075260372324,pre_strike,joint,knee_left,flx,rom,deg
ID005,ZEN,2,M,Shotokan,Kumite,International,21,167.5,70.9,25.4,13,1 Dan,Left,pre_knee_left_flx_rom_deg,5.16007564599335,pre_strike,joint,knee_left,flx,rom,deg
ID005,ZEN,3,M,Shotokan,Kumite,International,21,167.5,70.9,25.4,13,1 Dan,Left,pre_knee_left_flx_rom_deg,5.850792382970916,pre_strike,joint,knee_left,flx,rom,deg
ID005,ZEN,4,M,Shotokan,Kumite,International,21,167.5,70.9,25.4,13,1 Dan,Left,pre_knee_left_flx_rom_deg,7.314263707186031,pre_strike,joint,knee_left,flx,rom,deg
ID005,ZEN,5,M,Shotokan,Kumite,International,21,167.5,70.9,25.4,13,1 Dan,Left,pre_knee_left_flx_rom_deg,3.881050638733772,pre_strike,joint,knee_left,flx,rom,deg
ID005,KOK,1,M,Shotokan,Kumite,International,21,167.5,70.9,25.4,13,1 Dan,Left,pre_knee_left_flx_rom_deg,2.935038808765734,pre_strike,joint,knee_left,flx,rom,deg
