subject,base,trial,filtered,n_frames,rate_hz,duration_s,status,strike_peak_time_s,strike_peak_speed_mps,v3d_com_offset_mm
ID009,KIB,5,True,1620,180.0,8.994444444444444,ok,4.011111111111111,5.016235812863292,11.155816929340407
ID009,STATIC,1,True,360,180.0,1.9944444444444445,ok,,,
ID010,ZEN,1,True,1620,180.0,8.994444444444444,ok,4.072222222222222,6.977865965524343,11.131569771220985
ID010,ZEN,2,True,1620,180.0,8.994444444444444,ok,4.188888888888889,6.823413432437996,11.656313166829065
ID010,ZEN,3,True,1620,180.0,8.994444444444444,ok,4.0055555555555555,6.894632334771347,11.943556232422267
ID010,ZEN,4,True,1620,180.0,8.994444444444444,ok,4.088888888888889,6.787009942120888,11.744258013610583
ID010,ZEN,5,True,1620,180.0,8.994444444444444,ok,4.233333333333333,6.646078923189373,11.50040635712331
ID010,KOK,1,True,1620,180.0,8.994444444444444,ok,4.088888888888889,6.29525182094092,14.309814399771113
ID010,KOK,2,True,1620,180.0,8.994444444444444,ok,4.1,5.919528288552497,14.784948120883598
ID010,KOK,3,True,1620,180.0,8.994444444444444,ok,4.0055555555555555,6.0661079832785845,14.502872179231092
ID010,KOK,4,True,1620,180.0,8.994444444444444,ok,3.911111111111111,5.766113148815437,14.481688077163966
ID010,KOK,5,True,1620,180.0,8.994444444444444,ok,3.938888888888889,6.093750960496526,14.69045389769721
ID010,KIB,1,True,1620,180.0,8.994444444444444,ok,3.688888888888889,6.180035904058868,13.385749503262886
ID010,KIB,2,True,1620,180.0,8.994444444444444,ok,3.816666666666667,5.897775191790987,13.549081392757744
ID010,KIB,3,True,1620,180.0,8.994444444444444,ok,4.044444444444444,5.792485938189325,13.717559834069313
ID010,KIB,4,True,1620,180.0,8.994444444444444,ok,3.9722222222222223,6.157746977904962,13.59035384481151
ID010,KIB,5,True,1620,180.0,8.994444444444444,ok,3.761111111111111,5.5989348017827565,12.93393606404374
ID010,STATIC,1,True,360,180.0,1.9944444444444445,ok,,,
ID011,ZEN,1,True,1620,180.0,8.994444444444444,ok,3.9166666666666665,5.71009233409512,13.648783750406801
ID011,ZEN,2,True,1620,180.0,8.994444444444444,ok,3.922222222222222,6.39951265609515,13.046814386757818
ID011,ZEN,3,True,1620,180.0,8.994444444444444,ok,3.838888888888889,6.540674312313211,13.098990150027669
ID011,ZEN,4,True,1620,180.0,8.994444444444444,ok,4.055555555555555,6.847403306591871,13.278083561026996
ID011,ZEN,5,True,1620,180.0,8.994444444444444,ok,4.322222222222222,6.3760484184893444,13.05054665923819
ID011,KOK,1,True,1620,180.0,8.994444444444444,ok,3.4833333333333334,5.960599517323172,18.81947582876621
ID011,KOK,2,True,1620,180.0,8.994444444444444,ok,4.105555555555555,6.2228333208367195,17.246581206016973
ID011,KOK,3,True,1620,180.0,8.994444444444444,ok,4.955555555555556,6.011874274245882,18.179923383882862
ID011,KOK,4,True,1620,180.0,8.994444444444444,ok,3.911111111111111,6.3022882691551745,17.331134866155317
ID011,KOK,5,True,1620,180.0,8.994444444444444,ok,3.5277777777777777,5.953233968802778,18.141848544655314
ID011,KIB,1,True,1620,180.0,8.994444444444444,ok,4.188888888888889,5.690892010531844,19.67136597367421
ID011,KIB,2,True,1620,180.0,8.994444444444444,ok,4.388888888888889,6.11904495135473,19.352661350372976
