trial_id,subject_id,trial_type,base_code,base_description,canonical_name_shotokan,stylistic_name_executed,trial_number,sex,age_years,height_cm,mass_kg,bmi,practice_years,grade,karate_style,competition_modality,competition_level,training_days_per_week,training_hours_per_week,upper_dominant,lower_dominant,dominant_guard
ID012_ZEN_T1,ID012,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,1,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_ZEN_T2,ID012,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,2,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_ZEN_T3,ID012,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,3,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_ZEN_T4,ID012,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,4,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_ZEN_T5,ID012,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,5,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_KOK_T1,ID012,dynamic,KOK,posteriorised,kokutsu-dachi,kokutsu-dachi,1,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_KOK_T2,ID012,dynamic,KOK,posteriorised,kokutsu-dachi,kokutsu-dachi,2,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_KOK_T3,ID012,dynamic,KOK,posteriorised,kokutsu-dachi,kokutsu-dachi,3,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_KOK_T4,ID012,dynamic,KOK,posteriorised,kokutsu-dachi,kokutsu-dachi,4,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_KOK_T5,ID012,dynamic,KOK,posteriorised,kokutsu-dachi,kokutsu-dachi,5,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_KIB_T1,ID012,dynamic,KIB,lateralised,kiba-dachi,kiba-dachi,1,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_KIB_T2,ID012,dynamic,KIB,lateralised,kiba-dachi,kiba-dachi,2,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_KIB_T3,ID012,dynamic,KIB,lateralised,kiba-dachi,kiba-dachi,3,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_KIB_T4,ID012,dynamic,KIB,lateralised,kiba-dachi,kiba-dachi,4,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_KIB_T5,ID012,dynamic,KIB,lateralised,kiba-dachi,kiba-dachi,5,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID012_STATIC_T1,ID012,static_reference,STATIC,anatomical reference,static anatomical,static anatomical,1,F,32,161.0,90.6,35.0,25,3 Dan,Shotokan,Kata,National,4,5,Right,Right,Left
ID013_ZEN_T1,ID013,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,1,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_ZEN_T2,ID013,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,2,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_ZEN_T3,ID013,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,3,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_ZEN_T4,ID013,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,4,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_ZEN_T5,ID013,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,5,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_KOK_T1,ID013,dynamic,KOK,posteriorised,kokutsu-dachi,kokutsu-dachi,1,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_KOK_T2,ID013,dynamic,KOK,posteriorised,kokutsu-dachi,kokutsu-dachi,2,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_KOK_T3,ID013,dynamic,KOK,posteriorised,kokutsu-dachi,kokutsu-dachi,3,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_KOK_T4,ID013,dynamic,KOK,posteriorised,kokutsu-dachi,kokutsu-dachi,4,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_KOK_T5,ID013,dynamic,KOK,posteriorised,kokutsu-dachi,kokutsu-dachi,5,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_KIB_T1,ID013,dynamic,KIB,lateralised,kiba-dachi,kiba-dachi,1,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_KIB_T2,ID013,dynamic,KIB,lateralised,kiba-dachi,kiba-dachi,2,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_KIB_T3,ID013,dynamic,KIB,lateralised,kiba-dachi,kiba-dachi,3,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_KIB_T4,ID013,dynamic,KIB,lateralised,kiba-dachi,kiba-dachi,4,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_KIB_T5,ID013,dynamic,KIB,lateralised,kiba-dachi,kiba-dachi,5,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID013_STATIC_T1,ID013,static_reference,STATIC,anatomical reference,static anatomical,static anatomical,1,F,45,160.0,61.7,24.1,1,Branca,Shotokan,ND,ND,2,2,Right,Right,Left
ID014_ZEN_T1,ID014,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,1,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_ZEN_T2,ID014,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,2,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_ZEN_T3,ID014,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,3,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_ZEN_T4,ID014,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,4,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_ZEN_T5,ID014,dynamic,ZEN,anteriorised,zenkutsu-dachi,zenkutsu-dachi,5,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_KOK_T1,ID014,dynamic,KOK,posteriorised,kokutsu-dachi,neko-ashi-dachi,1,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_KOK_T2,ID014,dynamic,KOK,posteriorised,kokutsu-dachi,neko-ashi-dachi,2,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_KOK_T3,ID014,dynamic,KOK,posteriorised,kokutsu-dachi,neko-ashi-dachi,3,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_KOK_T4,ID014,dynamic,KOK,posteriorised,kokutsu-dachi,neko-ashi-dachi,4,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_KOK_T5,ID014,dynamic,KOK,posteriorised,kokutsu-dachi,neko-ashi-dachi,5,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_KIB_T1,ID014,dynamic,KIB,lateralised,kiba-dachi,shiko-dachi,1,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_KIB_T2,ID014,dynamic,KIB,lateralised,kiba-dachi,shiko-dachi,2,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_KIB_T3,ID014,dynamic,KIB,lateralised,kiba-dachi,shiko-dachi,3,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_KIB_T4,ID014,dynamic,KIB,lateralised,kiba-dachi,shiko-dachi,4,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_KIB_T5,ID014,dynamic,KIB,lateralised,kiba-dachi,shiko-dachi,5,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
ID014_STATIC_T1,ID014,static_reference,STATIC,anatomical reference,static anatomical,static anatomical,1,F,20,163.5,59.8,22.5,13,1 Dan,Goju-Ryu,Kata,International,5,7,Right,Right,Left
